pelicula,genero,duracion,minutosVistos,porcentajeVisto,numeroVistas,calificacionUsuario,clasificacion
The Dark Knight,Accion,152,76.0,50.0,3.0,1.5118787329334324,0
Titanic,Romance,195,52.0,26.666666666666668,4.0,2.504724882559005,-1
Pulp Fiction,Crimen,154,56.0,36.36363636363637,2.0,4.731545867206479,1
La La Land,Musical,128,3.0,2.34375,0.0,1.7511482407193182,-1
Gladiator,Accion,155,101.0,65.16129032258064,7.0,2.935139748438841,0
The Lord of the Rings,Fantasia,178,137.0,76.96629213483146,0.0,2.9838810182001625,0
La La Land,Musical,128,6.0,4.6875,5.0,1.3856324465679561,-1
La La Land,Musical,128,108.0,84.375,9.0,1.428652960361913,1
The Dark Knight,Accion,152,95.0,62.5,0.0,3.0792765792228907,0
Avengers: Endgame,Accion,181,48.0,26.519337016574585,2.0,3.6203532390900532,1
Titanic,Romance,195,35.0,17.94871794871795,2.0,3.3193140908379526,0
Gladiator,Accion,155,42.0,27.09677419354839,2.0,5.0,1
Titanic,Romance,195,32.0,16.41025641025641,6.0,3.2411005629280822,0
The Shawshank Redemption,Suspenso,144,44.0,30.555555555555557,2.0,4.61034534833969,1
Interstellar,Ciencia Ficcion,169,94.0,55.62130177514793,0.0,2.6439093113267482,0
The Matrix,Ciencia Ficcion,136,21.0,15.441176470588236,3.0,2.1807242286886823,-1
The Lord of the Rings,Fantasia,178,89.0,50.0,6.0,4.407073827134848,1
Inception,Ciencia Ficcion,148,113.0,76.35135135135135,3.0,2.710555756023282,0
Titanic,Romance,195,50.0,25.64102564102564,5.0,2.53262432320126,0
Gladiator,Accion,155,56.0,36.12903225806451,0.0,2.2202031151245363,-1
Gladiator,Accion,155,81.0,52.25806451612903,0.0,3.742340579832492,0
The Shawshank Redemption,Suspenso,144,101.0,70.13888888888889,0.0,2.365695210481786,0
The Godfather,Crimen,175,146.0,83.42857142857143,3.0,2.8886766271814297,1
The Dark Knight,Accion,152,106.0,69.73684210526315,5.0,2.857249751854951,0
Avengers: Endgame,Accion,181,2.0,1.1049723756906076,5.0,1.7163680958137868,-1
The Matrix,Ciencia Ficcion,136,24.0,17.647058823529413,4.0,2.7285942591821257,0
Forrest Gump,Drama,142,60.0,42.25352112676056,5.0,1.4952768130978198,0
Inception,Ciencia Ficcion,148,54.0,36.486486486486484,4.0,1.658858367182499,-1
Pulp Fiction,Crimen,154,58.0,37.66233766233766,3.0,3.2256166317278696,0
Forrest Gump,Drama,142,82.0,57.74647887323944,0.0,2.672114963195204,0
La La Land,Musical,128,40.0,31.25,6.0,5.0,1
The Dark Knight,Accion,152,119.0,78.28947368421053,5.0,3.2705711206262817,0
La La Land,Musical,128,40.0,31.25,0.0,1.8382480492813664,-1
La La Land,Musical,128,128.0,100.0,1.0,1.1204714117331767,1
Inception,Ciencia Ficcion,148,148.0,100.0,3.0,3.7653545266509445,1
Gladiator,Accion,155,39.0,25.161290322580644,0.0,3.434097194097707,0
Coco,Infantil,105,105.0,100.0,0.0,1.0659215540230143,1
Pulp Fiction,Crimen,154,5.0,3.2467532467532463,2.0,2.9043872330401843,0
Titanic,Romance,195,57.0,29.230769230769234,4.0,4.334439500896859,1
The Godfather,Crimen,175,61.0,34.85714285714286,0.0,2.122063215132229,-1
The Matrix,Ciencia Ficcion,136,24.0,17.647058823529413,3.0,2.698977340884419,0
Titanic,Romance,195,57.0,29.230769230769234,3.0,2.167926600499632,-1
Avengers: Endgame,Accion,181,75.0,41.43646408839779,2.0,2.379390498956216,0
The Godfather,Crimen,175,167.0,95.42857142857143,1.0,3.470577217917861,1
Interstellar,Ciencia Ficcion,169,69.0,40.828402366863905,5.0,4.17341667883824,1
Coco,Infantil,105,65.0,61.904761904761905,6.0,3.2454537983937852,0
The Shawshank Redemption,Suspenso,144,24.0,16.666666666666664,5.0,4.766526448022586,1
Inception,Ciencia Ficcion,148,86.0,58.108108108108105,6.0,4.789711188990263,1
Titanic,Romance,195,35.0,17.94871794871795,2.0,3.5010505743154283,1
The Godfather,Crimen,175,86.0,49.142857142857146,1.0,4.046543721693877,0
Coco,Infantil,105,6.0,5.714285714285714,2.0,1.90248840097111,-1
Forrest Gump,Drama,142,142.0,100.0,3.0,5.0,1
The Shawshank Redemption,Suspenso,144,21.0,14.583333333333334,4.0,4.326649936289397,1
The Godfather,Crimen,175,11.0,6.2857142857142865,2.0,4.941779949237075,1
Fight Club,Drama,139,139.0,100.0,6.0,4.2581816413224916,1
La La Land,Musical,128,128.0,100.0,5.0,3.490868988467426,1
Interstellar,Ciencia Ficcion,169,63.0,37.278106508875744,4.0,3.296907756156762,0
The Dark Knight,Accion,152,57.0,37.5,2.0,1.0,-1
Titanic,Romance,195,114.0,58.46153846153847,3.0,4.131896568611231,0
La La Land,Musical,128,40.0,31.25,4.0,4.099387759094782,0
Avengers: Endgame,Accion,181,97.0,53.591160220994475,1.0,3.514405277540694,0
The Matrix,Ciencia Ficcion,136,78.0,57.35294117647059,1.0,2.9905857526870614,0
Coco,Infantil,105,70.0,66.66666666666666,3.0,1.1005061372373102,0
Interstellar,Ciencia Ficcion,169,98.0,57.98816568047337,6.0,3.4015348799352414,0
The Shawshank Redemption,Suspenso,144,86.0,59.72222222222222,2.0,1.836122529772605,0
Fight Club,Drama,139,13.0,9.352517985611511,2.0,1.5856410973103716,-1
Inception,Ciencia Ficcion,148,111.0,75.0,0.0,4.779969894598413,1
Forrest Gump,Drama,142,68.0,47.88732394366197,3.0,1.088755448937666,0
The Matrix,Ciencia Ficcion,136,49.0,36.029411764705884,5.0,2.2923397539888732,0
Titanic,Romance,195,90.0,46.15384615384615,5.0,1.0,0
Coco,Infantil,105,56.0,53.333333333333336,8.0,2.127924312956128,0
The Matrix,Ciencia Ficcion,136,15.0,11.029411764705882,3.0,1.7007411106684547,-1
Interstellar,Ciencia Ficcion,169,12.0,7.100591715976331,1.0,1.7025011306859819,-1
Coco,Infantil,105,42.0,40.0,6.0,4.385865219486085,1
The Shawshank Redemption,Suspenso,144,72.0,50.0,3.0,3.0093379692168165,0
Inception,Ciencia Ficcion,148,10.0,6.756756756756757,1.0,4.872401151653868,1
Gladiator,Accion,155,18.0,11.612903225806452,1.0,2.2325846425030744,0
Avengers: Endgame,Accion,181,89.0,49.171270718232044,4.0,1.520019118106718,0
Fight Club,Drama,139,12.0,8.633093525179856,2.0,4.037525165131922,1
Titanic,Romance,195,70.0,35.8974358974359,0.0,2.1776080770565756,0
Gladiator,Accion,155,16.0,10.32258064516129,4.0,4.036435773548332,1
Forrest Gump,Drama,142,142.0,100.0,4.0,3.213239635652317,1
Inception,Ciencia Ficcion,148,94.0,63.51351351351351,1.0,2.7361517689521304,0
The Lord of the Rings,Fantasia,178,84.0,47.19101123595505,3.0,2.904294658052531,0
The Lord of the Rings,Fantasia,178,126.0,70.78651685393258,3.0,1.8985470653232783,0
Inception,Ciencia Ficcion,148,78.0,52.702702702702695,0.0,2.560116239859794,0
Fight Club,Drama,139,77.0,55.39568345323741,3.0,4.510666931624031,1
Pulp Fiction,Crimen,154,154.0,100.0,4.0,3.129193684150891,1
Gladiator,Accion,155,7.0,4.516129032258064,0.0,3.16824444265922,0
The Godfather,Crimen,175,77.0,44.0,1.0,3.286566226517642,0
The Matrix,Ciencia Ficcion,136,54.0,39.705882352941174,5.0,1.9105595169975926,-1
Titanic,Romance,195,87.0,44.61538461538462,1.0,2.7750425006564026,0
Pulp Fiction,Crimen,154,49.0,31.818181818181817,3.0,2.7076204805556037,0
The Godfather,Crimen,175,110.0,62.857142857142854,0.0,1.0337580093124226,0
Avengers: Endgame,Accion,181,15.0,8.287292817679557,3.0,4.078307360834205,1
The Shawshank Redemption,Suspenso,144,70.0,48.61111111111111,4.0,1.5377986706362048,0
Titanic,Romance,195,31.0,15.897435897435896,4.0,4.1022519054236035,1
Titanic,Romance,195,68.0,34.87179487179487,0.0,3.2702055136797927,0
The Lord of the Rings,Fantasia,178,84.0,47.19101123595505,2.0,2.1696692816122622,0
Fight Club,Drama,139,82.0,58.992805755395686,7.0,1.9485947339729193,0
The Shawshank Redemption,Suspenso,144,48.0,33.33333333333333,4.0,1.892146274230003,-1
The Matrix,Ciencia Ficcion,136,35.0,25.735294117647058,2.0,1.5786338671740914,-1
The Dark Knight,Accion,152,46.0,30.263157894736842,2.0,4.7351454046841255,1
The Godfather,Crimen,175,31.0,17.71428571428571,3.0,3.5163768821797023,0
The Lord of the Rings,Fantasia,178,94.0,52.80898876404494,6.0,4.927875584871587,1
Titanic,Romance,195,118.0,60.51282051282051,5.0,3.544450692536087,0
Pulp Fiction,Crimen,154,36.0,23.376623376623375,4.0,3.9809735016909302,0
La La Land,Musical,128,119.0,92.96875,0.0,1.0,1
The Lord of the Rings,Fantasia,178,31.0,17.415730337078653,6.0,2.726822022877214,0
The Godfather,Crimen,175,50.0,28.57142857142857,0.0,3.3525113920937795,0
The Godfather,Crimen,175,147.0,84.0,0.0,2.0543266034905145,1
La La Land,Musical,128,101.0,78.90625,0.0,1.7487908376882182,0
Fight Club,Drama,139,6.0,4.316546762589928,3.0,4.23134936721868,0
Titanic,Romance,195,41.0,21.025641025641026,2.0,2.4816569737925445,0
The Shawshank Redemption,Suspenso,144,134.0,93.05555555555556,4.0,3.5671507779984806,1
Gladiator,Accion,155,48.0,30.967741935483872,6.0,3.2515135261487873,0
Avengers: Endgame,Accion,181,2.0,1.1049723756906076,5.0,4.765920624117464,1
The Dark Knight,Accion,152,50.0,32.89473684210527,9.0,2.955065638236947,0
Fight Club,Drama,139,47.0,33.81294964028777,0.0,4.62230103906484,1
Forrest Gump,Drama,142,70.0,49.29577464788733,1.0,3.7778317076742205,0
Avengers: Endgame,Accion,181,108.0,59.66850828729282,0.0,3.920388686677924,1
Titanic,Romance,195,23.0,11.794871794871794,2.0,2.874708633338254,0
Fight Club,Drama,139,51.0,36.69064748201439,1.0,5.0,1
The Matrix,Ciencia Ficcion,136,67.0,49.26470588235294,4.0,3.808820610126417,0
The Dark Knight,Accion,152,80.0,52.63157894736842,1.0,2.0927789184844885,0
The Lord of the Rings,Fantasia,178,1.0,0.5617977528089888,3.0,3.6149862195486966,0
La La Land,Musical,128,74.0,57.8125,1.0,2.285371569525653,0
Inception,Ciencia Ficcion,148,39.0,26.351351351351347,0.0,4.311404106591885,1
Forrest Gump,Drama,142,27.0,19.014084507042252,1.0,2.6835376709362997,0
Interstellar,Ciencia Ficcion,169,62.0,36.68639053254438,6.0,4.087807528223171,1
Coco,Infantil,105,11.0,10.476190476190476,3.0,1.9844653703462716,-1
Fight Club,Drama,139,28.0,20.14388489208633,5.0,2.1017121125065397,-1
The Godfather,Crimen,175,79.0,45.14285714285714,5.0,1.9816892262641312,0
Gladiator,Accion,155,111.0,71.61290322580646,5.0,3.967675626221878,1
Inception,Ciencia Ficcion,148,89.0,60.13513513513513,2.0,5.0,1
Fight Club,Drama,139,9.0,6.474820143884892,0.0,1.4029595170841085,-1
Fight Club,Drama,139,88.0,63.30935251798561,4.0,3.4880004226068198,0
Pulp Fiction,Crimen,154,76.0,49.35064935064935,0.0,3.2093856281841115,0
Avengers: Endgame,Accion,181,89.0,49.171270718232044,0.0,5.0,1
Pulp Fiction,Crimen,154,60.0,38.961038961038966,1.0,2.7433082316852113,0
Inception,Ciencia Ficcion,148,60.0,40.54054054054054,6.0,2.332683467608838,0
The Shawshank Redemption,Suspenso,144,11.0,7.638888888888889,6.0,4.1190084643184965,1
The Lord of the Rings,Fantasia,178,103.0,57.865168539325836,2.0,2.885499542110076,0
Pulp Fiction,Crimen,154,114.0,74.02597402597402,0.0,4.104431758230298,0
The Godfather,Crimen,175,104.0,59.42857142857143,0.0,3.3785137911924688,0
Forrest Gump,Drama,142,47.0,33.098591549295776,4.0,1.6786186388705508,-1
Interstellar,Ciencia Ficcion,169,106.0,62.721893491124256,2.0,3.3283684809399965,0
Avengers: Endgame,Accion,181,24.0,13.259668508287293,0.0,2.372080754420379,0
La La Land,Musical,128,12.0,9.375,0.0,2.358899917310372,-1
The Dark Knight,Accion,152,41.0,26.973684210526315,3.0,1.8380031186441843,-1
Interstellar,Ciencia Ficcion,169,100.0,59.171597633136095,2.0,1.0,0
Interstellar,Ciencia Ficcion,169,89.0,52.662721893491124,6.0,4.693872151964582,1
The Dark Knight,Accion,152,102.0,67.10526315789474,1.0,4.002921821014652,0
Pulp Fiction,Crimen,154,31.0,20.12987012987013,4.0,1.725437503134813,-1
Inception,Ciencia Ficcion,148,64.0,43.24324324324324,6.0,2.5988702004615196,0
The Dark Knight,Accion,152,46.0,30.263157894736842,6.0,5.0,1
The Lord of the Rings,Fantasia,178,84.0,47.19101123595505,2.0,1.1451895211585934,0
The Lord of the Rings,Fantasia,178,4.0,2.247191011235955,0.0,4.869285970739465,1
Titanic,Romance,195,109.0,55.8974358974359,5.0,1.0083008640854378,0
The Matrix,Ciencia Ficcion,136,62.0,45.588235294117645,0.0,4.1630048086008085,1
The Shawshank Redemption,Suspenso,144,97.0,67.36111111111111,5.0,1.5181493162741764,0
Forrest Gump,Drama,142,29.0,20.422535211267608,3.0,2.7474053688591558,0
Gladiator,Accion,155,90.0,58.06451612903226,3.0,3.4994219563801634,0
Pulp Fiction,Crimen,154,4.0,2.5974025974025974,4.0,3.336574806818054,0
Avengers: Endgame,Accion,181,46.0,25.41436464088398,3.0,3.2431585478075418,0
La La Land,Musical,128,21.0,16.40625,2.0,3.2766814112397857,0
The Shawshank Redemption,Suspenso,144,82.0,56.94444444444444,7.0,2.798668248264895,0
The Dark Knight,Accion,152,59.0,38.81578947368421,3.0,3.3854975675929544,0
The Matrix,Ciencia Ficcion,136,57.0,41.911764705882355,1.0,3.237911978429119,0
Gladiator,Accion,155,44.0,28.387096774193548,5.0,2.031062564137275,-1
Avengers: Endgame,Accion,181,14.0,7.734806629834254,1.0,2.6181387866573673,0
Forrest Gump,Drama,142,59.0,41.54929577464789,5.0,2.048621455792573,0
Coco,Infantil,105,105.0,100.0,0.0,5.0,1
Forrest Gump,Drama,142,98.0,69.01408450704226,4.0,3.072565091650384,0
Pulp Fiction,Crimen,154,40.0,25.97402597402597,0.0,2.2032852386348365,0
The Dark Knight,Accion,152,24.0,15.789473684210526,4.0,4.621459544852652,1
Coco,Infantil,105,39.0,37.142857142857146,6.0,2.5303654198573193,0
The Shawshank Redemption,Suspenso,144,101.0,70.13888888888889,1.0,4.409607446054792,1
Inception,Ciencia Ficcion,148,18.0,12.162162162162163,4.0,1.9836751510955357,-1
The Shawshank Redemption,Suspenso,144,68.0,47.22222222222222,1.0,3.7043472821773182,1
The Shawshank Redemption,Suspenso,144,25.0,17.36111111111111,2.0,2.7533704636443854,0
Forrest Gump,Drama,142,47.0,33.098591549295776,6.0,3.6977277684342487,0
Inception,Ciencia Ficcion,148,70.0,47.2972972972973,3.0,1.4802628294690319,0
Inception,Ciencia Ficcion,148,20.0,13.513513513513514,5.0,1.0,-1
Pulp Fiction,Crimen,154,130.0,84.4155844155844,2.0,4.382304732006775,1
Avengers: Endgame,Accion,181,116.0,64.08839779005525,6.0,1.1906306306031373,0
Gladiator,Accion,155,61.0,39.35483870967742,6.0,4.73877407784877,1
Fight Club,Drama,139,135.0,97.12230215827337,4.0,2.3673799110891194,1
Interstellar,Ciencia Ficcion,169,10.0,5.9171597633136095,0.0,2.30696449404859,0
Avengers: Endgame,Accion,181,48.0,26.519337016574585,4.0,4.179533500244117,0
Interstellar,Ciencia Ficcion,169,40.0,23.668639053254438,4.0,4.971020928017533,1
Forrest Gump,Drama,142,51.0,35.91549295774648,7.0,4.73512252825345,1
Fight Club,Drama,139,74.0,53.23741007194245,4.0,3.1957692444225536,0
Gladiator,Accion,155,4.0,2.5806451612903225,2.0,4.593598053737006,1
Fight Club,Drama,139,139.0,100.0,4.0,3.2878471149275654,1
Pulp Fiction,Crimen,154,10.0,6.493506493506493,5.0,4.823958399492854,1
The Shawshank Redemption,Suspenso,144,52.0,36.11111111111111,0.0,2.5734250892297803,0
Forrest Gump,Drama,142,60.0,42.25352112676056,1.0,4.231676285106126,0
Inception,Ciencia Ficcion,148,91.0,61.48648648648649,6.0,4.265638285927582,1
The Lord of the Rings,Fantasia,178,138.0,77.52808988764045,6.0,4.733778646169331,1
Forrest Gump,Drama,142,84.0,59.154929577464785,0.0,1.0,0
Interstellar,Ciencia Ficcion,169,47.0,27.810650887573964,2.0,2.994063712092159,0
Coco,Infantil,105,96.0,91.42857142857143,7.0,2.5217615317666233,1
Gladiator,Accion,155,64.0,41.29032258064516,3.0,2.024383308896782,0
La La Land,Musical,128,76.0,59.375,0.0,2.2164259909076334,0
Fight Club,Drama,139,29.0,20.863309352517987,2.0,2.0164336479303056,0
Gladiator,Accion,155,46.0,29.677419354838708,5.0,2.6709434101327103,0
Avengers: Endgame,Accion,181,13.0,7.18232044198895,8.0,3.841297177976823,1
La La Land,Musical,128,128.0,100.0,3.0,3.491033209352785,1
Pulp Fiction,Crimen,154,100.0,64.93506493506493,3.0,3.058533287599571,0
Forrest Gump,Drama,142,69.0,48.59154929577465,3.0,2.3028426478837485,0
Avengers: Endgame,Accion,181,66.0,36.46408839779006,5.0,3.380244021664737,0
Coco,Infantil,105,64.2146,61.156761904761915,0.0,3.632554360719209,0
The Dark Knight,Accion,152,8.0,5.263157894736842,0.0,2.831556096087657,0
La La Land,Musical,128,9.0,7.03125,1.0,2.3790290295557783,0
Forrest Gump,Drama,142,43.0,30.28169014084507,1.0,2.7898967318207832,-1
Avengers: Endgame,Accion,181,5.0,2.7624309392265194,3.0,4.328223593566633,1
Inception,Ciencia Ficcion,148,148.0,100.0,3.0,5.0,1
Forrest Gump,Drama,142,94.0,66.19718309859155,1.0,2.8593831338314,0
The Matrix,Ciencia Ficcion,136,104.0,76.47058823529412,0.0,3.07397361509423,0
Pulp Fiction,Crimen,154,55.0,35.714285714285715,0.0,3.961115937156721,1
The Godfather,Crimen,175,139.0,79.42857142857143,3.0,3.1353119448938243,0
Pulp Fiction,Crimen,154,103.0,66.88311688311688,4.0,1.0911975037747563,0
Fight Club,Drama,139,109.0,78.41726618705036,4.0,1.6054519315067814,0
The Lord of the Rings,Fantasia,178,111.0,62.35955056179775,4.0,3.9286615679916714,1
The Godfather,Crimen,175,126.0,72.0,5.0,1.7500586458519556,0
Coco,Infantil,105,105.0,100.0,1.0,3.0652152440800586,1
Fight Club,Drama,139,17.0,12.23021582733813,1.0,2.6623136646676175,0
Fight Club,Drama,139,61.0,43.884892086330936,3.0,2.9416985350215668,0
Inception,Ciencia Ficcion,148,102.0,68.91891891891892,4.0,3.358737127763564,0
Coco,Infantil,105,16.0,15.238095238095239,1.0,2.8143680192622353,0
Inception,Ciencia Ficcion,148,13.0,8.783783783783784,6.0,4.504864574239373,1
Coco,Infantil,105,5.0,4.761904761904762,4.0,2.727427381754523,0
Titanic,Romance,195,131.0,67.17948717948717,4.0,3.0320512254742735,0
The Shawshank Redemption,Suspenso,144,118.0,81.94444444444444,2.0,3.243568316817413,1
Interstellar,Ciencia Ficcion,169,98.0,57.98816568047337,3.0,4.714996544139604,1
Coco,Infantil,105,105.0,100.0,6.0,1.3429975496152835,1
The Shawshank Redemption,Suspenso,144,64.0,44.44444444444444,3.0,3.6245764055458594,0
The Shawshank Redemption,Suspenso,144,103.0,71.52777777777779,5.0,1.484258390649182,0
La La Land,Musical,128,83.0,64.84375,4.0,1.4482209734026166,0
The Lord of the Rings,Fantasia,178,72.0,40.44943820224719,7.0,3.3372531810165738,0
Interstellar,Ciencia Ficcion,169,58.0,34.319526627218934,0.0,4.356258929690124,1
The Dark Knight,Accion,152,47.0,30.92105263157895,3.0,3.692563300025149,0
The Godfather,Crimen,175,54.0,30.857142857142854,6.0,1.157257097596223,-1
Gladiator,Accion,155,111.0,71.61290322580646,5.0,3.020920848978989,0
The Shawshank Redemption,Suspenso,144,97.0,67.36111111111111,1.0,4.109153862610178,1
The Lord of the Rings,Fantasia,178,51.0,28.651685393258425,3.0,5.0,1
Titanic,Romance,195,26.0,13.333333333333334,1.0,4.665842478119217,1
Coco,Infantil,105,105.0,100.0,3.0,3.9751822728144557,1
Forrest Gump,Drama,142,61.0,42.95774647887324,3.0,1.5150375765795245,0
Forrest Gump,Drama,142,59.0,41.54929577464789,2.0,3.6924471837675408,0
La La Land,Musical,128,76.0,59.375,1.0,1.6249963421853155,0
Fight Club,Drama,139,60.0,43.16546762589928,1.0,3.787121831263773,0
La La Land,Musical,128,120.0,93.75,1.0,1.789685586026812,1
Interstellar,Ciencia Ficcion,169,31.0,18.34319526627219,5.0,3.6150496526000007,0
Fight Club,Drama,139,87.0,62.589928057553955,0.0,1.0,0
La La Land,Musical,128,53.0,41.40625,0.0,2.4587395456944385,0
Coco,Infantil,105,12.0,11.428571428571429,0.0,1.0,-1
The Lord of the Rings,Fantasia,178,91.0,51.12359550561798,4.0,2.4994650876363913,0
The Matrix,Ciencia Ficcion,136,23.0,16.911764705882355,0.0,1.0,-1
The Matrix,Ciencia Ficcion,136,33.0,24.264705882352942,0.0,2.486265232451884,-1
Titanic,Romance,195,85.0,43.58974358974359,0.0,1.5670758324340657,0
Avengers: Endgame,Accion,181,71.0,39.226519337016576,2.0,1.9026534391779548,-1
Gladiator,Accion,155,6.0,3.870967741935484,5.0,3.1832353882216067,0
La La Land,Musical,128,79.0,61.71875,4.0,3.8188868694973683,1
Inception,Ciencia Ficcion,148,4.0,2.7027027027027026,4.0,1.4843673974020186,-1
Coco,Infantil,105,72.0,68.57142857142857,7.0,4.245121611601304,0
Inception,Ciencia Ficcion,148,118.0,79.72972972972973,0.0,2.4864121762358193,0
Interstellar,Ciencia Ficcion,169,108.0,63.905325443786985,2.0,4.86674949591923,1
Interstellar,Ciencia Ficcion,169,15.0,8.875739644970414,5.0,1.2384571271994973,-1
The Shawshank Redemption,Suspenso,144,62.0,43.05555555555556,6.0,1.4404068247582096,0
The Matrix,Ciencia Ficcion,136,43.0,31.61764705882353,1.0,2.218757465410243,0
La La Land,Musical,128,64.0,50.0,0.0,1.8171850149562068,0
The Shawshank Redemption,Suspenso,144,19.0,13.194444444444445,5.0,4.57490440291392,1
Inception,Ciencia Ficcion,148,111.0,75.0,0.0,2.1342675930830004,0
Avengers: Endgame,Accion,181,79.0,43.646408839779006,2.0,3.0767989372641007,0
The Godfather,Crimen,175,82.0,46.85714285714286,5.0,4.942952867608206,1
The Godfather,Crimen,175,17.0,9.714285714285714,0.0,4.2494876492541795,1
Interstellar,Ciencia Ficcion,169,67.0,39.64497041420118,0.0,1.4948183442824439,-1
Avengers: Endgame,Accion,181,79.0,43.646408839779006,2.0,1.4390944146122355,0
Fight Club,Drama,139,46.0,33.093525179856115,8.0,3.9440122319697064,1
Inception,Ciencia Ficcion,148,148.0,100.0,1.0,2.179284968671441,1
The Godfather,Crimen,175,74.0,42.285714285714285,7.0,2.9240224697244925,0
